name,starting_apps,sub_apps,mins,goals,asists,yel,red,shots_per_game,pass_accuracy,motm,aerial_duels_won,rating,positions,dob,value,wage,preferred_foot,profile_id,club_id,kit_number,joined,contract_valid_until,flag,image,key_passes,dribbles,fouled,offsides,possession_lost,bad_touch,tackles,interceptions,fouls,offsides_won,clearances,dribbled_past,blocks,own_goals,pass_per_game,accuracy,crosses,long_balls,through_balls,team_name
Luis Díaz,8,3,644,3,0,0,0,1.9,79.9,0,0.5,6.78,RM,1998-12-06,€1.6M,€3K,right,251387,694,12,2023-09-07,2024,https://cdn.sofifa.net/flags/cr.png,https://cdn.futbin.com/content/fifa24/img/players/251387.png,0.6,1.4,1.2,0.5,1.4,1.5,1,0.1,1.6,0,0,1.2,0,0,22.6,79.9,0.1,0.6,0,Liverpool
Trent Alexander-Arnold,9,1,781,0,1,3,0,1.4,81,0,0.1,6.77,RB,1998-10-07,€81M,€140K,right,231281,9,66,2015-10-07,2025,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/231281.png,1.9,0.9,0.3,0,0.3,1.2,1.2,0.9,0.4,0.3,1.6,1.5,0,0,56.8,81,1.4,4.5,0.5,Liverpool
Ibrahima Konaté,5,3,466,0,0,1,0,0.3,92.3,0,1.9,6.65,CB,1999-05-25,€37M,€90K,right,237678,9,5,2021-07-01,2026,https://cdn.sofifa.net/flags/fr.png,https://cdn.futbin.com/content/fifa24/img/players/237678.png,0.3,0.4,0.5,0,0.1,0.3,0.9,0.4,1.1,0.6,2.6,0.4,0.6,0,53.8,92.3,0,1,0,Liverpool
Cody Gakpo,6,4,461,2,0,0,0,1.6,78.9,0,0.7,6.60,"CF,LW",1999-05-07,€55.5M,€130K,right,242516,9,18,2023-01-03,2028,https://cdn.sofifa.net/flags/nl.png,https://cdn.futbin.com/content/fifa24/img/players/242516.png,0.4,0.8,1.3,0.1,0.2,1.6,0.6,0.3,1,0,0.4,0.7,0.1,0,13.3,78.9,0,0.1,0,Liverpool
Joe Gomez,5,5,504,0,0,1,0,0.5,89.6,0,1,6.59,"CB,RB",1997-05-23,€23M,€95K,right,225100,9,2,2015-06-20,2027,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/225100.png,0.7,0.3,0.8,0,0.3,1.3,1.7,0.7,0.6,0,1.5,0.8,0.1,0,37.5,89.6,0.2,1.1,0,Liverpool
Ryan Gravenberch,3,4,272,0,0,0,0,0.7,88.4,0,0.4,6.45,CM,2002-05-16,€39.5M,€76K,right,246104,9,38,2023-09-01,2028,https://cdn.sofifa.net/flags/nl.png,https://cdn.futbin.com/content/fifa24/img/players/246104.png,0.4,0.9,0.7,0,0.3,2,0.7,1,0.7,0,0.6,0.9,0,0,17.3,88.4,0,0.1,0,Liverpool
Curtis Jones,4,1,281,0,0,1,1,0.6,94.2,0,0.2,6.38,CM,2001-01-30,€17M,€76K,right,242434,9,17,2018-02-01,2027,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/242434.png,0,0.8,0.6,0.4,1.4,0.2,1.6,0.4,0.6,0,0.6,0.8,0,0,37.8,94.2,0,0.2,0,Liverpool
Jarell Quansah,1,3,116,0,0,0,0,0,94.6,0,0.5,6.38,CB,2003-01-28,€900K,€10K,right,273651,9,78,2021-01-28,2024,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/273651.png,0,0.5,0,0,0,0,1,0.8,0.3,0,1.8,0.3,0,0,28,94.6,0,0.8,0,Liverpool
Harvey Elliott,1,9,256,0,1,1,0,1,90.1,0,0.1,6.30,"CAM,CM,RW",2003-04-04,€23M,€65K,left,246174,9,19,2019-07-28,2027,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/246174.png,0.5,0.1,0.1,0,0.3,0.3,0.2,0.2,0.1,0,0.2,0.4,0,0,16.1,90.1,0.2,0.6,0,Liverpool
Wataru Endo,2,5,208,0,0,0,0,0,85.8,0,0.4,6.18,"CM,CDM",1993-02-09,€20M,€110K,right,232487,9,3,2023-08-18,2027,https://cdn.sofifa.net/flags/jp.png,https://cdn.futbin.com/content/fifa24/img/players/232487.png,0,0,0.4,0,0.6,0.4,0.6,0.1,1,0,1.1,1,0,0,18.1,85.8,0,0.3,0,Liverpool
James McConnell,0,1,1,0,0,0,0,0,0,0,0,6.00,CM,2004-09-13,€525K,€5K,right,278292,9,53,2023-07-01,2024,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/278292.png,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Liverpool
Ben Doak,0,1,13,0,0,0,0,0,100,0,0,5.95,RW,2005-11-11,€1.5M,€4K,right,266815,9,50,2022-11-14,2026,https://cdn.sofifa.net/flags/gb-sct.png,https://cdn.futbin.com/content/fifa24/img/players/266815.png,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,100,0,0,0,Liverpool
