name,starting_apps,sub_apps,mins,goals,asists,yel,red,shots_per_game,pass_accuracy,motm,aerial_duels_won,rating,positions,dob,value,wage,preferred_foot,profile_id,club_id,kit_number,joined,contract_valid_until,flag,image,key_passes,dribbles,fouled,offsides,possession_lost,bad_touch,tackles,interceptions,fouls,offsides_won,clearances,dribbled_past,blocks,own_goals,pass_per_game,accuracy,crosses,long_balls,through_balls,team_name
Joel Ward,11,0,963,0,0,3,0,0.7,78.2,0,1.8,6.50,RB,1989-10-29,€2.2M,€30K,right,186392,1799,2,2012-05-28,2024,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/186392.png,0.2,0.5,0.4,0,0.2,0.5,2.4,0.6,0.9,0,2.9,0.9,0.3,1,34.3,78.2,0.2,0.9,0,Crystal Palace
Jairo Riedewald,1,1,87,0,0,0,0,0,80,0,0.5,6.38,,,,,,,,,,,,,0,0.5,0,0,0.5,1,1.5,1,1,0,0,0.5,0,0,20,80,0,0.5,0,Crystal Palace
Jean-Philippe Mateta,3,6,382,0,3,1,0,0.4,68.2,0,0.9,6.31,ST,1997-06-28,€7M,€39K,right,236461,1799,14,2022-01-31,2026,https://cdn.sofifa.net/flags/fr.png,https://cdn.futbin.com/content/fifa24/img/players/236461.png,0.7,0.3,0.3,0.2,2,1.9,0.4,0.1,0.6,0,0.3,0,0,0,7.3,68.2,0,0,0.1,Crystal Palace
Jesurun Rak-Sakyi,0,6,133,0,0,0,0,0.8,78.7,0,0.5,6.31,RW,2002-10-05,€4.1M,€20K,left,264035,1799,49,2021-04-12,2027,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/264035.png,0.3,0.7,0.8,0,0.5,0.7,0.7,0.5,0.2,0,0.2,0.2,0,0,7.8,78.7,0,0.2,0,Crystal Palace
Nathaniel Clyne,1,2,130,0,0,0,0,0.3,79.1,0,0,6.29,RB,1991-04-05,€2.9M,€30K,right,190456,1799,17,2020-10-14,2024,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/190456.png,0,0,0,0,0,0.3,0.7,0,0.3,0.3,1.3,0.3,0,0,14.3,79.1,0,0.3,0,Crystal Palace
Michael Olise,0,1,23,0,0,0,0,2,66.7,0,1,6.26,RW,2001-12-12,€22.5M,€35K,left,247827,1799,7,2021-07-08,2027,https://cdn.sofifa.net/flags/fr.png,https://cdn.futbin.com/content/fifa24/img/players/247827.png,0,1,2,0,0,1,0,1,0,0,0,1,0,0,12,66.7,0,0,0,Crystal Palace
Matheus França,0,2,31,0,0,0,0,1,53.8,0,0,6.23,"CAM,LM,RM",2004-04-01,€3.1M,€9K,right,265420,1799,11,2023-08-05,2028,https://cdn.sofifa.net/flags/br.png,https://cdn.futbin.com/content/fifa24/img/players/265420.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,53.8,1,0,0,Crystal Palace
David Ozoh,0,1,3,0,0,0,0,0,83.3,0,1,6.17,"CDM,CM",2005-05-06,€425K,€2K,right,273693,1799,77,2022-07-11,2024,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/273693.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,83.3,0,0,0,Crystal Palace
Naouirou Ahamada,0,6,77,0,0,0,0,0,82.5,0,0.2,6.16,CM,2002-03-29,€3.6M,€15K,right,259205,1799,29,2023-01-31,2026,https://cdn.sofifa.net/flags/fr.png,https://cdn.futbin.com/content/fifa24/img/players/259205.png,0,0.3,0.3,0,0.2,0.2,0.3,0.2,0.3,0,0,0.3,0,0,6.7,82.5,0,0.2,0,Crystal Palace
Chris Richards,1,3,112,0,0,0,0,0,77.8,0,0.8,6.08,CB,2000-03-28,€6M,€26K,right,250954,1799,26,2022-07-27,2027,https://cdn.sofifa.net/flags/us.png,https://cdn.futbin.com/content/fifa24/img/players/250954.png,0,0,0.3,0,0,0,0.3,0.5,0.3,0,2,0,0.5,0,6.8,77.8,0,0.5,0,Crystal Palace
James Tomkins,0,1,1,0,0,0,0,0,100,0,0,6.00,CB,1989-03-29,€750K,€25K,right,173546,1799,5,2016-07-05,2024,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/173546.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,Crystal Palace
