name,starting_apps,sub_apps,mins,goals,asists,yel,red,shots_per_game,pass_accuracy,motm,aerial_duels_won,rating,positions,dob,value,wage,preferred_foot,profile_id,club_id,kit_number,joined,contract_valid_until,flag,image,key_passes,dribbles,fouled,offsides,possession_lost,bad_touch,tackles,interceptions,fouls,offsides_won,clearances,dribbled_past,blocks,own_goals,pass_per_game,accuracy,crosses,long_balls,through_balls,team_name
Jonny Evans,5,1,449,0,1,1,0,0.2,86.5,0,2.2,6.63,,,,,,,,,,,,,0.5,0,0.8,0,0.2,0.2,0.7,0.5,1,0.3,4,0.5,0.3,0,48.2,86.5,0,1,0.2,Manchester United
Sofyan Amrabat,4,1,314,0,0,2,0,0.2,89.2,0,0.8,6.51,"CDM,CM",1996-08-21,€25M,€56K,right,224158,11,4,undefined,"jun 30, 2024",https://cdn.sofifa.net/flags/ma.png,https://cdn.futbin.com/content/fifa24/img/players/224158.png,0.6,0,0.8,0,0.8,0.6,2.6,0.6,1.8,0,0.8,0.6,0.4,0,50.2,89.2,0,3.6,0,Manchester United
Antony,6,3,492,0,0,2,0,1.8,78.6,0,0,6.50,"RW,RM",2000-02-24,€40.5M,€120K,left,255475,11,21,2022-09-01,2027,https://cdn.sofifa.net/flags/br.png,https://cdn.futbin.com/content/fifa24/img/players/255475.png,1,0.8,1.7,0,0.4,1.4,0.9,0.7,0.7,0,0.1,0.9,0,0,21.8,78.6,0.1,0.6,0,Manchester United
Raphaël Varane,4,4,342,1,0,0,0,0.6,92.4,0,1,6.45,CB,1993-04-25,€44M,€160K,right,201535,11,19,2021-07-27,2025,https://cdn.sofifa.net/flags/fr.png,https://cdn.futbin.com/content/fifa24/img/players/201535.png,0.1,0.1,0,0.1,0.3,0.1,0.6,0.1,0.3,0.5,2.5,0.3,0.3,0,32.9,92.4,0,0.8,0,Manchester United
Victor Lindelöf,8,2,766,1,1,1,0,0.2,91.5,1,0.6,6.44,CB,1994-07-17,€20M,€110K,right,221660,11,2,2017-07-01,2024,https://cdn.sofifa.net/flags/se.png,https://cdn.futbin.com/content/fifa24/img/players/221660.png,0.6,0.1,0.2,0.2,0.3,0.2,0.6,0.7,0.7,0,1.4,0.5,0.5,0,58.5,91.5,0,1.6,0.1,Manchester United
Sergio Reguilón,3,1,260,0,0,1,0,0.3,82.8,0,0.3,6.41,,,,,,,,,,,,,0.8,0.5,1.5,0.5,0.3,0.8,1.5,0.5,0.8,0,0.8,1.5,0,0,32,82.8,0.5,0.5,0,Manchester United
Alejandro Garnacho,4,6,402,0,0,1,0,1.5,83.3,0,0.5,6.40,"LW,LM",2004-07-01,€13.5M,€54K,right,268438,11,49,2021-07-28,2028,https://cdn.sofifa.net/flags/ar.png,https://cdn.futbin.com/content/fifa24/img/players/268438.png,0.9,0.9,1.4,0.5,1.2,1.3,0.4,0.4,0.5,0,0.1,0.6,0,0,16.8,83.3,0.1,0.5,0,Manchester United
Christian Eriksen,6,5,606,1,1,0,0,0.5,83.5,0,0.1,6.38,"CM,CDM",1992-02-14,€30M,€145K,right,190460,11,14,2022-07-15,2025,https://cdn.sofifa.net/flags/dk.png,https://cdn.futbin.com/content/fifa24/img/players/190460.png,0.7,0.2,0.1,0,0.7,0.2,0.9,0.3,0.4,0,0.5,1.1,0.5,0,36.3,83.5,0.3,1.4,0.1,Manchester United
Mason Mount,4,4,401,0,0,1,0,0.4,84.6,0,0.5,6.37,"CAM,RW,CM",1999-01-10,€35M,€110K,right,233064,11,7,2023-07-05,2028,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/233064.png,0.6,0.5,0.8,0,0.8,1.1,2,0.4,0.9,0,0.1,1.1,0.1,0,18.6,84.6,0.4,0.6,0,Manchester United
Facundo Pellistri,1,4,111,0,1,0,0,0.4,80.4,0,0.4,6.30,"RW,LW",2001-12-20,€4.2M,€45K,right,253283,11,28,2020-10-05,2025,https://cdn.sofifa.net/flags/uy.png,https://cdn.futbin.com/content/fifa24/img/players/253283.png,0.2,0.6,1,0,0.4,0.8,0.4,0.2,0.6,0,0.6,0.4,0,0,9.2,80.4,0,0,0,Manchester United
Jadon Sancho,0,3,77,0,0,0,0,0,82.9,0,0,6.25,"LW,LM",2000-03-25,€43.5M,€130K,right,233049,11,25,2021-07-23,2026,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/233049.png,0.3,1,0.7,0.3,0.7,0,0.3,0.3,0,0,0,0.7,0,0,13.7,82.9,0,0,0,Manchester United
Rasmus Højlund,8,1,651,0,0,0,0,1.6,75.7,0,0.6,6.22,ST,2003-02-04,€18M,€72K,left,259399,11,11,2023-08-05,2028,https://cdn.sofifa.net/flags/dk.png,https://cdn.futbin.com/content/fifa24/img/players/259399.png,0.8,0.9,0.6,0.4,1.3,1.9,0.2,0,0.7,0,0.9,0.1,0,0,12.3,75.7,0.1,0,0,Manchester United
Anthony Martial,2,8,243,0,0,0,0,0.4,86.7,0,0.3,6.18,ST,1995-12-05,€24.5M,€125K,right,211300,11,9,2015-09-01,2024,https://cdn.sofifa.net/flags/fr.png,https://cdn.futbin.com/content/fifa24/img/players/211300.png,0.5,0.1,0.2,0.3,0.4,1,0.3,0,0.2,0,0,0,0,0,7.5,86.7,0,0.1,0,Manchester United
Lisandro Martínez,5,0,378,0,1,2,0,0,93.2,0,0.2,6.17,CB,1998-01-18,€49.5M,€140K,left,239301,11,6,2022-07-27,2027,https://cdn.sofifa.net/flags/ar.png,https://cdn.futbin.com/content/fifa24/img/players/239301.png,0.6,0.4,0.4,0,0.4,0.2,1.4,0.4,0.4,0.4,2,1.4,0.4,1,52.6,93.2,0,1.4,0,Manchester United
Donny van de Beek,0,1,2,0,0,0,0,1,100,0,0,6.02,"CM,CAM,CDM",1997-04-18,€13.5M,€95K,right,221363,11,34,2020-09-02,2025,https://cdn.sofifa.net/flags/nl.png,https://cdn.futbin.com/content/fifa24/img/players/221363.png,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,100,0,0,0,Manchester United
