name,starting_apps,sub_apps,mins,goals,asists,yel,red,shots_per_game,pass_accuracy,motm,aerial_duels_won,rating,positions,dob,value,wage,preferred_foot,profile_id,club_id,kit_number,joined,contract_valid_until,flag,image,key_passes,dribbles,fouled,offsides,possession_lost,bad_touch,tackles,interceptions,fouls,offsides_won,clearances,dribbled_past,blocks,own_goals,pass_per_game,accuracy,crosses,long_balls,through_balls,team_name
Destiny Udogie,10,0,788,0,2,3,1,0.2,87.5,0,0.7,6.75,"LB,LM",2002-11-28,€22M,€46K,left,259583,18,38,2022-08-17,2027,https://cdn.sofifa.net/flags/it.png,https://cdn.futbin.com/content/fifa24/img/players/259583.png,0.7,0.7,1.5,0.2,0.8,1.3,2.7,1.1,2.2,0.2,2.4,1,0.2,0,36.8,87.5,0,0.4,0,Tottenham
Richarlison,7,3,540,1,3,2,0,2.2,73.5,0,1.1,6.63,"ST,LW,RW",1997-05-10,€28M,€95K,right,231943,18,9,2022-07-01,2027,https://cdn.sofifa.net/flags/br.png,https://cdn.futbin.com/content/fifa24/img/players/231943.png,0.7,0.6,1.1,0.3,2,2,0.6,0.5,1,0,0.6,0.2,0.3,0,15.1,73.5,0.1,0.4,0,Tottenham
Ivan Perisic,0,5,99,0,1,2,0,0.4,80.3,0,1,6.59,"LW,LWB",1989-02-02,€8M,€90K,right,181458,18,14,2022-07-01,2024,https://cdn.sofifa.net/flags/hr.png,https://cdn.futbin.com/content/fifa24/img/players/181458.png,1,0.8,0.2,0,0,0.4,0.6,0.4,0.4,0,0.2,0.4,0,0,12.2,80.3,0.6,0.4,0,Tottenham
Emerson Royal,2,7,325,1,0,1,0,0.2,90.8,0,0.3,6.55,"RB,RWB",1999-01-14,€17M,€59K,right,247204,18,12,2021-08-31,2026,https://cdn.sofifa.net/flags/br.png,https://cdn.futbin.com/content/fifa24/img/players/247204.png,0,0.7,1.6,0,0.4,0.6,1.1,0.4,0.6,0.3,1.9,1,0.4,0,32.6,90.8,0,0.6,0,Tottenham
Brennan Johnson,3,3,217,1,1,1,0,0.8,80,0,0.3,6.53,"RW,ST",2001-05-23,€15M,€63K,right,251421,18,22,2023-09-01,2029,https://cdn.sofifa.net/flags/gb-wls.png,https://cdn.futbin.com/content/fifa24/img/players/251421.png,0.5,0,0.8,0.2,0.2,0.5,0.5,0.3,0.5,0,0.2,0.3,0,0,10.8,80,0.3,0.2,0,Tottenham
Davinson Sánchez,0,1,76,0,0,1,0,1,90.5,0,3,6.47,CB,1996-06-12,€10.5M,€37K,right,220793,325,6,2023-09-04,2027,https://cdn.sofifa.net/flags/co.png,https://cdn.futbin.com/content/fifa24/img/players/220793.png,0,0,1,0,0,1,0,1,2,0,2,0,2,0,74,90.5,0,3,0,Tottenham
Ben Davies,2,4,179,0,0,0,0,0.7,93.6,0,0.2,6.38,CB,1995-08-11,€3.2M,€36K,left,213017,86,26,2022-07-21,2026,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/213017.png,0,0.2,0.5,0,0.2,0,1.2,0.3,0,0.3,1.2,0.2,1.2,0,20.8,93.6,0,0.8,0,Tottenham
Pierre-Emile Højbjerg,2,9,377,0,0,3,0,0.4,89.6,0,0.1,6.34,"CDM,CM",1995-08-05,€43M,€110K,right,213648,18,5,2020-08-11,2025,https://cdn.sofifa.net/flags/dk.png,https://cdn.futbin.com/content/fifa24/img/players/213648.png,0.1,0.4,0.6,0,0.1,0.4,0.5,0.5,0.5,0.2,0.8,0.8,0.4,0,33.4,89.6,0,1.6,0.1,Tottenham
Eric Dier,1,1,146,0,0,0,0,0,89.2,0,1.5,6.25,CB,1994-01-15,€9M,€68K,right,202335,18,15,2014-08-02,2024,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/202335.png,0,0,0.5,1,0,0,1,0.5,0,1,4,0,0.5,0,51,89.2,0,0.5,0,Tottenham
Giovani Lo Celso,0,3,39,0,0,0,0,0.3,89.3,0,0,6.17,"CAM,ST",1996-04-09,€29.5M,€95K,left,226226,18,18,2020-07-27,2025,https://cdn.sofifa.net/flags/ar.png,https://cdn.futbin.com/content/fifa24/img/players/226226.png,0.3,0,1.3,0,0,0,0.3,0,0.7,0,0,0.3,0.3,0,18.7,89.3,0,0.7,0,Tottenham
Oliver Skipp,1,6,174,0,0,1,0,0,90,0,0.1,6.07,"CDM,CM",2000-09-16,€15M,€56K,right,241042,18,4,2018-08-29,2027,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/241042.png,0.1,0,0.3,0,0.1,0.6,1,0,0.4,0,0,0.1,0,0,14.3,90,0,0.6,0,Tottenham
Alejo Véliz,0,3,10,0,0,1,0,0,66.7,0,0,5.99,,,,,,,,,,,,,0,0,0,1,0.3,0.3,0,0,0,0,0,0,0,0,1,66.7,0,0,0,Tottenham
Rodrigo Bentancur,0,3,57,0,0,1,0,0.7,83.9,0,0.3,5.99,"CM,CDM",1997-06-25,€39.5M,€100K,right,227535,18,30,2022-01-31,2026,https://cdn.sofifa.net/flags/uy.png,https://cdn.futbin.com/content/fifa24/img/players/227535.png,0.3,0.7,0.7,0,1.3,0.3,1,0,0.3,0,0,0.3,0,0,10.3,83.9,0,0.3,0,Tottenham
Bryan Gil,0,2,17,0,0,0,0,0,90,0,0,5.82,"LW,LM",2001-02-11,€17M,€68K,left,246785,18,11,2021-07-26,2026,https://cdn.sofifa.net/flags/es.png,https://cdn.futbin.com/content/fifa24/img/players/246785.png,0,0,1,0.5,0.5,0.5,0,0,0,0,0,0.5,0,0,5,90,0,0,0,Tottenham
