name,starting_apps,sub_apps,mins,goals,asists,yel,red,shots_per_game,pass_accuracy,motm,aerial_duels_won,rating,positions,dob,value,wage,preferred_foot,profile_id,club_id,kit_number,joined,contract_valid_until,flag,image,key_passes,dribbles,fouled,offsides,possession_lost,bad_touch,tackles,interceptions,fouls,offsides_won,clearances,dribbled_past,blocks,own_goals,pass_per_game,accuracy,crosses,long_balls,through_balls,team_name
Pau Torres,11,1,1049,1,0,0,0,0.5,89.3,0,0.9,6.65,CB,1997-01-16,€42M,€100K,left,241464,2,14,2023-07-12,2028,https://cdn.sofifa.net/flags/es.png,https://cdn.futbin.com/content/fifa24/img/players/241464.png,0.3,0.8,0.3,0.1,0.1,0.3,1,0.4,0.6,1.1,2.2,0.8,0.3,0,69.8,89.3,0.1,2.8,0,Aston Villa
Emiliano Martínez,11,0,990,0,0,2,0,0,81.4,0,0.2,6.49,GK,1992-09-02,€36M,€100K,right,202811,2,1,2020-09-16,2027,https://cdn.sofifa.net/flags/ar.png,https://cdn.futbin.com/content/fifa24/img/players/202811.png,0,0,0.1,0,0,0,0,0,0.1,0,0.5,0,0,1,33.6,81.4,0,4.4,0,Aston Villa
Jhon Durán,0,6,68,2,0,2,0,0.8,72.4,0,0.7,6.47,ST,2003-12-13,€1.9M,€11K,left,247172,2,24,2023-01-23,2028,https://cdn.sofifa.net/flags/co.png,https://cdn.futbin.com/content/fifa24/img/players/247172.png,0.2,0.2,0,0,0.5,0.7,0.3,0,1,0.2,0.2,0.5,0,0,4.8,72.4,0,0.2,0,Aston Villa
Philippe Coutinho,0,2,24,0,0,0,0,1.5,83.3,0,0,6.41,,,,,,,,,,,,,0,2,0.5,0,0,1,0,0,0,0,0,0.5,0,0,12,83.3,0,0,0,Aston Villa
Nicolò Zaniolo,6,3,427,0,0,2,0,1.9,74.5,0,0.4,6.29,"RM,CF",1999-07-02,€30M,€43K,left,238067,2,22,undefined,"jun 30, 2024",https://cdn.sofifa.net/flags/it.png,https://cdn.futbin.com/content/fifa24/img/players/238067.png,0.7,1,1.2,0,2.2,1.9,0.6,0.1,1.4,0,0.6,0.6,0,0,10.9,74.5,0,0.1,0,Aston Villa
Robin Olsen,1,0,90,0,0,0,0,0,75,0,0,6.28,GK,1990-01-08,€1.8M,€47K,right,207557,2,25,2022-07-01,2024,https://cdn.sofifa.net/flags/se.png,https://cdn.futbin.com/content/fifa24/img/players/207557.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,75,0,7,0,Aston Villa
Diego Carlos,3,4,274,0,0,0,0,0.4,87.3,0,0.6,6.28,CB,1993-03-15,€21M,€86K,right,219693,2,3,2022-07-01,2026,https://cdn.sofifa.net/flags/br.png,https://cdn.futbin.com/content/fifa24/img/players/219693.png,0,0.1,0,0.1,0,0,0.9,0.4,0.1,1,1.4,0.3,0.1,0,31.4,87.3,0,1.3,0,Aston Villa
Youri Tielemans,1,11,281,0,1,0,0,0.3,85,0,0.3,6.27,"CM,CDM",1997-05-07,€37.5M,€100K,right,216393,2,8,2023-07-01,2027,https://cdn.sofifa.net/flags/be.png,https://cdn.futbin.com/content/fifa24/img/players/216393.png,0.3,0.2,0.7,0,0.5,0.1,0.4,0.3,0.3,0,0.1,0.3,0,0,17.3,85,0.1,0.8,0.1,Aston Villa
Tyrone Mings,1,0,31,0,0,0,0,1,100,0,1,6.08,CB,1993-03-13,€14.5M,€76K,left,212419,2,5,2019-07-08,2026,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/212419.png,1,0,0,0,0,1,0,1,0,0,1,0,0,0,5,100,0,1,1,Aston Villa
Leander Dendoncker,0,4,7,0,0,0,0,0,78.6,0,0,5.99,,,,,,,,,,,,,0,0,0,0,0.3,0,0,0,0,0,0,0,0.5,0,3.5,78.6,0,0,0,Aston Villa
Bertrand Traoré,0,2,10,0,0,0,0,0,66.7,0,0,5.98,,,,,,,,,,,,,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,1.5,66.7,0,0,0,Aston Villa
Jaden Philogene,0,1,3,0,0,0,0,0,75,0,0,5.91,"RW,LW,RM",2002-02-08,€3.1M,€7K,right,261336,1952,23,2023-09-01,2027,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/261336.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75,0,0,0,Aston Villa
Cameron Archer,0,1,5,0,0,1,0,0,83.3,0,0,5.89,ST,2001-12-09,€4.9M,€23K,right,258930,1794,10,2023-08-27,2027,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/258930.png,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,83.3,0,0,0,Aston Villa
