name,starting_apps,sub_apps,mins,goals,asists,yel,red,shots_per_game,pass_accuracy,motm,aerial_duels_won,rating,positions,dob,value,wage,preferred_foot,profile_id,club_id,kit_number,joined,contract_valid_until,flag,image,key_passes,dribbles,fouled,offsides,possession_lost,bad_touch,tackles,interceptions,fouls,offsides_won,clearances,dribbled_past,blocks,own_goals,pass_per_game,accuracy,crosses,long_balls,through_balls,team_name
Axel Disasi,11,0,967,1,0,2,0,0.7,91.7,1,2.2,6.63,CB,1998-03-11,€23M,€89K,right,229942,5,2,2023-08-04,2029,https://cdn.sofifa.net/flags/fr.png,https://cdn.futbin.com/content/fifa24/img/players/229942.png,0.2,0.3,0.5,0.3,0.5,0.3,0.6,0.4,0.5,1,2.8,0.3,0.7,0,82.3,91.7,0,1.6,0.1,Chelsea
Moisés Caicedo,9,1,806,0,0,3,0,0.4,91.7,0,1,6.63,"CDM,CM",2001-11-02,€29.5M,€71K,right,256079,5,25,2023-08-14,2031,https://cdn.sofifa.net/flags/ec.png,https://cdn.futbin.com/content/fifa24/img/players/256079.png,0.6,0.7,1.3,0,0.5,1,1.6,0.7,1.7,0.2,0.7,0.5,0.5,0,54,91.7,0,3.1,0,Chelsea
Robert Sánchez,12,0,1080,0,0,1,0,0,80.6,1,0.3,6.60,GK,1997-11-18,€18M,€71K,right,228789,5,1,2023-08-05,2030,https://cdn.sofifa.net/flags/es.png,https://cdn.futbin.com/content/fifa24/img/players/228789.png,0,0,0.1,0,0,0.1,0,0,0,0,0.8,0,0,0,31,80.6,0,4.8,0,Chelsea
Carney Chukwuemeka,2,0,127,1,0,2,0,0.5,88.5,0,0,6.55,"CM,CAM,LW",2003-10-20,€1.8M,€12K,right,259356,5,17,2022-08-02,2028,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/259356.png,0.5,0.5,0.5,0,1,0,0.5,0,1,0,0,0.5,0,0,30.5,88.5,0,0.5,0,Chelsea
Malo Gusto,6,3,541,0,2,1,1,0.6,90.2,0,0.3,6.54,RB,2003-05-19,€15.5M,€53K,right,259307,5,27,2023-01-30,2030,https://cdn.sofifa.net/flags/fr.png,https://cdn.futbin.com/content/fifa24/img/players/259307.png,0.3,0.8,0.7,0.1,0.3,1.3,1.9,0.3,1,0.2,0.9,0.6,0.1,0,44.3,90.2,0.2,0.8,0,Chelsea
Mykhailo Mudryk,4,6,368,2,0,2,0,0.6,72.5,0,0.1,6.52,"LW,LM",2001-01-05,€12.5M,€74K,right,246340,5,10,2023-01-15,2031,https://cdn.sofifa.net/flags/ua.png,https://cdn.futbin.com/content/fifa24/img/players/246340.png,0.6,0.8,0.6,0.1,0.4,1.6,0.9,0.2,0.6,0,0.2,0.6,0,0,10.2,72.5,0.4,0.2,0.1,Chelsea
Armando Broja,2,2,123,1,0,0,0,1,87.5,0,0.3,6.45,ST,2001-09-10,€12.5M,€64K,right,256268,5,19,2020-02-25,2028,https://cdn.sofifa.net/flags/al.png,https://cdn.futbin.com/content/fifa24/img/players/256268.png,0,0.8,0.8,1,0.5,0.8,0.5,0,0.3,0,0.3,0,0,0,6,87.5,0,0,0,Chelsea
Lesley Ugochukwu,1,7,143,0,0,1,0,0,84.5,0,0.5,6.17,"CM,CDM",2004-03-26,€6.5M,€37K,right,257084,5,16,2023-08-01,2030,https://cdn.sofifa.net/flags/fr.png,https://cdn.futbin.com/content/fifa24/img/players/257084.png,0.1,0.4,0,0,0.3,0.4,0.6,0,0.3,0,0.3,0.4,0.1,0,12.1,84.5,0,0.4,0,Chelsea
Ian Maatsen,0,7,107,0,0,1,0,0.4,72.1,0,0.3,6.14,"LB,LWB",2002-03-10,€9M,€47K,left,248465,5,29,2018-09-25,2024,https://cdn.sofifa.net/flags/nl.png,https://cdn.futbin.com/content/fifa24/img/players/248465.png,0.3,0,0.1,0,0.6,0.6,0.4,0.3,0.4,0.1,0.4,0.1,0,0,9.7,72.1,0.3,0.1,0,Chelsea
Noni Madueke,1,4,118,0,0,0,0,1,90.7,0,0,6.06,"RW,RM",2002-03-10,€23.5M,€72K,left,254796,5,11,2023-01-21,2030,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/254796.png,0.4,0.2,0.4,0,0.6,1.4,0,0,0.4,0,0.2,0.2,0,0,15,90.7,0.2,0,0,Chelsea
Alex Matos,0,1,1,0,0,0,0,0,0,0,0,6.00,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chelsea
Mason Burstow,0,2,8,0,0,0,0,0,75,0,0,5.95,ST,2003-08-04,€525K,€4K,right,265777,106,11,2022-02-01,2024,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/265777.png,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,2,75,0,0,0,Chelsea
Deivid Washington,0,1,9,0,0,0,0,1,100,0,0,5.94,"ST,LW",2005-06-05,€2.6M,€12K,right,277795,5,36,2023-08-24,2030,https://cdn.sofifa.net/flags/br.png,https://cdn.futbin.com/content/fifa24/img/players/277795.png,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,100,0,0,0,Chelsea
