name,starting_apps,sub_apps,mins,goals,asists,yel,red,shots_per_game,pass_accuracy,motm,aerial_duels_won,rating,positions,dob,value,wage,preferred_foot,profile_id,club_id,kit_number,joined,contract_valid_until,flag,image,key_passes,dribbles,fouled,offsides,possession_lost,bad_touch,tackles,interceptions,fouls,offsides_won,clearances,dribbled_past,blocks,own_goals,pass_per_game,accuracy,crosses,long_balls,through_balls,team_name
José Sá,12,0,1080,0,0,1,0,0,64.3,1,0.7,6.67,GK,1993-01-17,€11.5M,€52K,right,212442,110,1,2021-07-15,2026,https://cdn.sofifa.net/flags/pt.png,https://cdn.futbin.com/content/fifa24/img/players/212442.png,0,0.1,0.3,0,0,0,0,0,0,0,0.8,0,0,0,27.1,64.3,0,4.4,0,Wolves
Toti Gomes,6,3,585,0,1,0,0,0.2,83.6,0,0.8,6.51,"CB,LB",1999-01-16,€8M,€39K,left,258607,110,24,2020-09-04,2027,https://cdn.sofifa.net/flags/pt.png,https://cdn.futbin.com/content/fifa24/img/players/258607.png,0.1,0.2,0.1,0.1,0.1,0.3,1.3,0.8,0.7,0,1.3,0.1,0.6,0,35.3,83.6,0,0.7,0,Wolves
Jean-Ricner Bellegarde,3,1,218,1,0,0,1,0.8,82.5,1,0.5,6.48,"CM,CDM",1998-06-27,€8M,€51K,right,235456,110,27,2023-09-01,2028,https://cdn.sofifa.net/flags/fr.png,https://cdn.futbin.com/content/fifa24/img/players/235456.png,0.8,1.8,1.3,0,0.8,1,1.5,0.3,0.5,0,0.5,1.3,0.3,0,15.8,82.5,0.3,0.8,0,Wolves
Sasa Kalajdzic,1,7,129,2,0,1,0,0.5,67.3,0,0.9,6.46,,,,,,,,,,,,,0.4,0.1,0.5,0.3,0.6,0.1,0.8,0.1,0.5,0,0.8,0.1,0,0,6.5,67.3,0,0.1,0,Wolves
Matt Doherty,1,5,250,0,0,1,0,0.3,74.3,0,1.8,6.46,"RB,RWB",1992-01-16,€4.1M,€49K,right,201417,110,2,2023-07-20,2026,https://cdn.sofifa.net/flags/ie.png,https://cdn.futbin.com/content/fifa24/img/players/201417.png,0.7,0.3,0.7,0,0,0.7,0.7,0.3,1,0,1.7,0.3,0.2,0,17.5,74.3,0.2,0.7,0,Wolves
João Gomes,10,1,768,0,0,4,0,0.7,83.2,0,0.5,6.33,"CDM,CM",2001-02-12,€16M,€44K,right,273463,110,8,2023-01-30,2028,https://cdn.sofifa.net/flags/br.png,https://cdn.futbin.com/content/fifa24/img/players/273463.png,0.5,0.6,1.3,0,1.1,1.3,2.3,0.6,2,0,0.6,1.5,0.1,0,31.5,83.2,0.3,0.8,0,Wolves
Tommy Doyle,1,5,168,0,0,1,0,0.3,85.9,0,0,6.31,"CM,CDM",2001-10-17,€3.1M,€32K,right,254120,110,20,undefined,"jun 30, 2024",https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/254120.png,0.2,0,0.3,0,0.3,0,0.8,0.3,0.2,0,1,0.3,0.3,0,24.8,85.9,0.3,1.2,0,Wolves
Boubacar Traoré,2,6,256,0,0,1,0,0.4,85.2,0,0.4,6.17,"CDM,CM",2001-08-20,€2.6M,€15K,right,252975,110,6,2023-07-01,2027,https://cdn.sofifa.net/flags/ml.png,https://cdn.futbin.com/content/fifa24/img/players/252975.png,0.1,0.1,0.1,0,0.8,0.8,1.5,0.1,1.5,0,0.4,0.6,0.1,0,18.6,85.2,0.1,0.6,0,Wolves
Hugo Bueno,1,5,140,0,0,0,0,0.5,85.9,0,0.2,6.13,"LB,LWB",2002-09-18,€4.9M,€26K,left,261224,110,17,2021-07-04,2026,https://cdn.sofifa.net/flags/es.png,https://cdn.futbin.com/content/fifa24/img/players/261224.png,0.3,0.2,0.2,0,0.3,0.3,0.5,0.2,0.2,0.2,0.5,0.2,0.2,1,14.2,85.9,0.5,0.2,0,Wolves
Jonny Otto,0,1,4,0,0,0,0,0,0,0,0,6.05,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Wolves
Fábio Silva,3,5,261,0,0,2,0,0.9,80,0,0.3,6.04,ST,2002-07-19,€6.5M,€38K,right,252037,110,9,2020-09-05,2025,https://cdn.sofifa.net/flags/pt.png,https://cdn.futbin.com/content/fifa24/img/players/252037.png,0.5,0.3,0.5,0.6,0.5,1.5,0.9,0.3,1,0,0,0.1,0,0,9.4,80,0,0,0,Wolves
