name,starting_apps,sub_apps,mins,goals,asists,yel,red,shots_per_game,pass_accuracy,motm,aerial_duels_won,rating,positions,dob,value,wage,preferred_foot,profile_id,club_id,kit_number,joined,contract_valid_until,flag,image,key_passes,dribbles,fouled,offsides,possession_lost,bad_touch,tackles,interceptions,fouls,offsides_won,clearances,dribbled_past,blocks,own_goals,pass_per_game,accuracy,crosses,long_balls,through_balls,team_name
Chris Basham,3,5,319,0,0,1,0,0.3,76.2,0,1,6.35,CB,1988-07-20,€1M,€25K,right,184274,1794,6,2014-07-01,2024,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/184274.png,0.3,0.4,0.4,0.3,0.3,0.3,0.9,0.6,0.4,0.3,2.1,0.9,0.5,0,15.3,76.2,0,0.5,0,Sheffield United
Luke Thomas,8,1,718,0,0,1,0,0.6,76.9,0,0.6,6.30,"CAM,RW",1999-02-19,€700K,€2K,left,235059,1962,11,2023-07-01,2026,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/235059.png,0.2,0.6,0.9,0,0.4,1,1.4,0.8,1,0.2,2.2,0.4,0.4,0,23.6,76.9,0.4,0.9,0,Sheffield United
James McAtee,6,2,516,0,1,1,0,0.9,70.3,0,0.6,6.29,"CAM,CM",2002-10-18,€3.5M,€37K,left,264349,1794,28,undefined,"jun 30, 2024",https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/264349.png,1.1,1.1,1.1,0,1.6,1.9,1.6,0.1,0.8,0,0.1,0.9,0,0,17.3,70.3,0.1,0.1,0,Sheffield United
Jayden Bogle,8,1,661,1,0,2,0,1,70.6,0,1,6.28,"RWB,RB",2000-07-27,€4.6M,€22K,right,244591,1794,20,2020-09-07,2024,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/244591.png,0.2,0.3,0.7,0.3,0.7,1.3,0.9,1,1.4,0.2,1.8,1.3,0.1,0,21.9,70.6,0.3,0.7,0,Sheffield United
Jack Robinson,11,1,1035,0,1,3,0,0.4,80.6,0,1.4,6.26,"CB,LWB",2001-06-21,€300K,€1K,left,264275,1480,19,2023-07-01,2025,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/264275.png,0.3,0.2,0.5,0,0,0.7,1.4,1,0.5,0.5,3.8,0.7,1,0,33.9,80.6,0,2.3,0,Sheffield United
Anel Ahmedhodzic,8,0,720,0,0,3,0,1,74.4,0,1.6,6.26,,,,,,,,,,,,,0,0.5,0.3,0.1,0.8,0.4,2.1,1.4,1.4,0.3,3.4,0.8,1.4,0,34.1,74.4,0,1.8,0,Sheffield United
John Egan,6,0,484,0,0,2,0,0.5,69.9,0,2.3,6.16,CB,1992-10-20,€3.5M,€27K,right,204936,1794,12,2018-07-19,2024,https://cdn.sofifa.net/flags/ie.png,https://cdn.futbin.com/content/fifa24/img/players/204936.png,0,0,0.2,0,0.2,0.3,1,2.2,1,0.5,6.5,1.2,0.7,0,30.5,69.9,0,0.8,0,Sheffield United
Ben Osborn,3,4,276,0,0,2,0,0.1,75.5,0,0.3,6.08,"LWB,LM,CM",1994-08-05,€1.7M,€21K,left,210985,1794,23,2019-07-26,2024,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/210985.png,0.3,0,0.1,0,0.4,0.6,0.7,0,0.3,0,1,0.3,0,0,15.7,75.5,0.3,0.9,0,Sheffield United
Bénie Traoré,3,3,326,0,0,0,0,0.2,80.3,0,0,6.06,,,,,,,,,,,,,0.5,0.8,0.7,0.2,1,1.3,0.7,0.2,1.5,0,0,0.7,0.2,0,10.2,80.3,0,0.2,0.2,Sheffield United
Andre Brooks,0,2,19,0,0,0,0,0,90.9,0,0.5,6.03,"LW,ST",2003-08-20,€240K,€3K,left,271816,1794,35,2021-05-21,2024,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/271816.png,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,5.5,90.9,0,0,0,Sheffield United
Rhian Brewster,2,3,166,0,0,0,0,0.2,64.7,0,0.4,6.02,ST,2000-04-01,€2.7M,€13K,right,238460,1794,7,2020-10-03,2025,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/238460.png,0.2,0,0.2,0,0.2,1.4,0.8,0,0.4,0,0.2,0,0,0,6.8,64.7,0,0,0,Sheffield United
Antwoine Hackford,0,2,11,0,0,0,0,0,100,0,0,5.92,ST,2004-03-20,€600K,€4K,right,260192,1794,39,2021-01-02,2024,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/260192.png,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,100,0,0,0,Sheffield United
Anis Ben Slimane,1,4,109,0,0,2,0,0.4,66,0,0.4,5.89,,,,,,,,,,,,,0,0,0.2,0,0.4,0.4,0.4,0.2,0.4,0,0,0.6,0,0,10.6,66,0,0.2,0,Sheffield United
William Osula,3,1,236,0,0,2,0,0.8,46.4,0,1.3,5.84,ST,2003-08-04,€600K,€4K,right,270519,1794,32,2021-07-13,2024,https://cdn.sofifa.net/flags/dk.png,https://cdn.futbin.com/content/fifa24/img/players/270519.png,0,0,1.3,0.8,1,2.3,0,0,1.3,0,0.3,0,0.3,0,7,46.4,0.3,0,0,Sheffield United
Ryan Oné,0,1,7,0,0,0,0,0,100,0,0,5.81,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,Sheffield United
John Fleck,0,1,19,0,0,0,0,0,62.5,0,0,5.76,"CM,CDM",1991-08-24,€1.5M,€22K,left,189177,1794,4,2016-07-09,2024,https://cdn.sofifa.net/flags/gb-sct.png,https://cdn.futbin.com/content/fifa24/img/players/189177.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,62.5,0,1,0,Sheffield United
Tom Davies,0,3,57,0,0,1,0,0.7,85.4,0,0,5.74,LWB,2003-11-11,€375K,€1K,left,278073,82,19,undefined,"jun 30, 2024",https://cdn.sofifa.net/flags/gb-wls.png,https://cdn.futbin.com/content/fifa24/img/players/278073.png,0.3,0.3,0,0,1,0.7,1.3,0.7,1.3,0,0.7,0.7,0,0,13.7,85.4,0,0.3,0,Sheffield United
