name,starting_apps,sub_apps,mins,goals,asists,yel,red,shots_per_game,pass_accuracy,motm,aerial_duels_won,rating,positions,dob,value,wage,preferred_foot,profile_id,club_id,kit_number,joined,contract_valid_until,flag,image,key_passes,dribbles,fouled,offsides,possession_lost,bad_touch,tackles,interceptions,fouls,offsides_won,clearances,dribbled_past,blocks,own_goals,pass_per_game,accuracy,crosses,long_balls,through_balls,team_name
William Saliba,12,0,1080,1,1,0,0,0.3,93.8,1,1.5,6.79,CB,2001-03-24,€53M,€105K,right,243715,1,2,2019-07-25,2024,https://cdn.sofifa.net/flags/fr.png,https://cdn.futbin.com/content/fifa24/img/players/243715.png,0.2,0.2,0.3,0,0.2,0.6,0.8,0.8,0.3,0.2,2,0.1,0.5,0,83.5,93.8,0,2.4,0.2,Arsenal
David Raya,8,0,720,0,0,0,0,0,76.6,0,0.1,6.70,GK,1995-09-15,€19.5M,€48K,right,220901,1,22,undefined,"jun 30, 2024",https://cdn.sofifa.net/flags/es.png,https://cdn.futbin.com/content/fifa24/img/players/220901.png,0,0,0.3,0,0,0,0,0,0,0,0.6,0,0,0,33.6,76.6,0,5.8,0,Arsenal
Jurriën Timber,1,0,50,0,0,1,0,0,88.9,0,1,6.58,"CB,RB",2001-06-17,€33M,€80K,right,251805,1,12,2023-07-14,2028,https://cdn.sofifa.net/flags/nl.png,https://cdn.futbin.com/content/fifa24/img/players/251805.png,0,0,0,1,0,0,1,0,2,0,1,0,0,0,45,88.9,0,0,0,Arsenal
Kai Havertz,8,4,716,1,1,4,0,1.1,83.3,0,1.9,6.53,"CAM,RW,ST",1999-06-11,€46M,€110K,left,235790,1,29,2023-06-28,2028,https://cdn.sofifa.net/flags/de.png,https://cdn.futbin.com/content/fifa24/img/players/235790.png,0.8,0.1,1.1,0.2,0.7,1,1.3,0.4,1.2,0,0.3,0.3,0.1,0,23.5,83.3,0,0.3,0,Arsenal
Fábio Vieira,2,6,238,1,2,0,1,0.8,87.1,0,0,6.50,"CAM,CM",2000-05-30,€16.5M,€76K,left,256958,1,21,2022-07-01,2027,https://cdn.sofifa.net/flags/pt.png,https://cdn.futbin.com/content/fifa24/img/players/256958.png,0.4,0.3,1.3,0.1,0.5,0.6,0.4,0.3,0.8,0,0.1,0,0,0,12.6,87.1,0.4,0.4,0.3,Arsenal
Emile Smith Rowe,1,3,106,0,1,0,0,0.8,78.8,0,0.8,6.44,"LW,CAM",2000-07-28,€22.5M,€89K,right,240273,1,10,2017-07-31,2026,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/240273.png,0.3,0.5,0,0,0.8,0.3,0.3,0.3,0.8,0,0,0.3,0.3,0,13,78.8,0,0.3,0,Arsenal
Takehiro Tomiyasu,3,7,417,1,0,0,1,0.7,84.9,0,1,6.36,"RB,LB",1998-11-05,€20M,€73K,right,232938,1,18,2021-08-31,2026,https://cdn.sofifa.net/flags/jp.png,https://cdn.futbin.com/content/fifa24/img/players/232938.png,0,0.3,0,0,0.1,0.3,0.4,0.6,0.3,0.2,1.2,0.3,0,0,27.2,84.9,0,0.5,0,Arsenal
Jakub Kiwior,2,2,182,0,0,0,0,0.3,88.4,0,0.3,6.36,"CB,CDM",2000-02-15,€8.5M,€56K,left,265693,1,15,2023-01-24,2028,https://cdn.sofifa.net/flags/pl.png,https://cdn.futbin.com/content/fifa24/img/players/265693.png,0,0,0,0,0,0.3,0.5,0,0.5,0.3,1.8,0,0.3,0,36.8,88.4,0,2.5,0,Arsenal
Mohamed Elneny,0,1,1,0,0,0,0,0,90.9,0,1,6.34,"CDM,CM",1992-07-11,€4.7M,€71K,right,211454,1,25,2016-01-14,2024,https://cdn.sofifa.net/flags/eg.png,https://cdn.futbin.com/content/fifa24/img/players/211454.png,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,90.9,0,0,0,Arsenal
Aaron Ramsdale,4,0,360,0,0,0,0,0,77.1,0,0,6.33,GK,1998-05-14,€43M,€105K,right,233934,1,1,2021-08-20,2026,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/233934.png,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,24,77.1,0,2.8,0,Arsenal
Jorginho,4,5,384,0,0,1,0,0.3,92.4,0,0.2,6.17,"CDM,CM",1991-12-20,€25.5M,€125K,right,205498,1,20,2023-01-31,2024,https://cdn.sofifa.net/flags/it.png,https://cdn.futbin.com/content/fifa24/img/players/205498.png,0.3,0.1,0.7,0,0.3,0.2,1.2,0.2,0.2,0,0.1,0.7,0.1,0,35,92.4,0.1,1.2,0,Arsenal
Reiss Nelson,0,5,61,0,0,0,0,0.2,91.7,0,0,6.15,"RW,LW",1999-12-10,€8.5M,€69K,right,231448,1,24,2016-12-23,2027,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/231448.png,0.4,0,0.2,0,0.2,0.6,0.4,0,0.4,0,0.4,0.2,0,0,4.8,91.7,0.4,0,0,Arsenal
