name,starting_apps,sub_apps,mins,goals,asists,yel,red,shots_per_game,pass_accuracy,motm,aerial_duels_won,rating,positions,dob,value,wage,preferred_foot,profile_id,club_id,kit_number,joined,contract_valid_until,flag,image,key_passes,dribbles,fouled,offsides,possession_lost,bad_touch,tackles,interceptions,fouls,offsides_won,clearances,dribbled_past,blocks,own_goals,pass_per_game,accuracy,crosses,long_balls,through_balls,team_name
Harry Wilson,7,5,685,0,1,2,0,1.3,82.7,0,0.1,6.42,"RM,RW",1997-03-22,€6.5M,€63K,left,220710,144,8,2021-07-24,2026,https://cdn.sofifa.net/flags/gb-wls.png,https://cdn.futbin.com/content/fifa24/img/players/220710.png,0.7,0.6,1.6,0.2,0.5,1.4,0.8,0.3,0.8,0,0,0.3,0,0,20.3,82.7,0.3,0.8,0.2,Fulham
Bobby De Cordova-Reid,8,3,615,2,0,1,0,1.2,78.7,0,0.5,6.36,"RM,LM",1993-02-02,€7M,€66K,right,203502,144,14,2020-01-24,2024,https://cdn.sofifa.net/flags/jm.png,https://cdn.futbin.com/content/fifa24/img/players/203502.png,0.3,0.3,0.9,0.1,0.4,1.4,1.2,0,0.6,0,0.5,0.3,0.1,0,15.8,78.7,0,0.3,0.1,Fulham
Raúl Jiménez,9,2,687,1,0,2,0,1.4,64.2,0,1.7,6.35,ST,1991-05-05,€6M,€72K,right,204838,144,7,2023-07-25,2025,https://cdn.sofifa.net/flags/mx.png,https://cdn.futbin.com/content/fifa24/img/players/204838.png,0.5,0.3,0.7,0.6,1.5,1.5,0.6,0,0.6,0,0.6,0.6,0.2,0,14.5,64.2,0,0.3,0,Fulham
Tim Ream,11,0,964,1,0,1,1,0.1,88.4,0,1.6,6.35,CB,1987-10-05,€800K,€35K,left,198261,144,13,2015-08-20,2024,https://cdn.sofifa.net/flags/us.png,https://cdn.futbin.com/content/fifa24/img/players/198261.png,0,0.3,0.2,0,0.3,0.4,1.3,1.5,0.5,1.1,3.2,0.5,0.4,0,66,88.4,0,4.7,0,Fulham
Tosin Adarabioyo,0,1,1,0,0,0,0,0,0,0,0,6.28,CB,1997-09-24,€14M,€62K,right,222104,144,4,2020-10-05,2024,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/222104.png,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,Fulham
Carlos Vinícius,2,5,230,1,0,1,0,0.9,69.2,0,0.6,6.28,,,,,,,,,,,,,0.6,0.3,0.1,0.9,0.7,1.3,0.4,0,0.6,0,0.1,0.3,0,0,5.6,69.2,0,0,0,Fulham
Harrison Reed,7,4,579,0,1,2,0,0.2,87,0,0.5,6.22,"CDM,CM",1995-01-27,€7M,€63K,right,205990,144,6,2020-08-31,2024,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/205990.png,0.7,0.1,0.5,0,0.5,0.7,0.9,0.2,0.7,0,0.5,0.7,0.3,0,25.8,87,0.3,0.5,0,Fulham
Tom Cairney,2,8,183,0,0,0,0,0.3,87.1,0,0.2,6.21,"CM,CAM",1991-01-20,€3.3M,€58K,left,195202,144,10,2015-06-26,2024,https://cdn.sofifa.net/flags/gb-sct.png,https://cdn.futbin.com/content/fifa24/img/players/195202.png,0.3,0.3,0.3,0,0.5,0.2,0,0.1,0.2,0,0.1,0.2,0.1,0,13.9,87.1,0,0.6,0.1,Fulham
Sasa Lukic,4,3,353,0,0,1,0,0.6,90.9,0,0.1,6.19,,,,,,,,,,,,,0.3,0.4,0.6,0,0.6,0.4,1,0.4,0.7,0,0.7,0.9,0.3,0,26.6,90.9,0,0.9,0.1,Fulham
Rodrigo Muniz,1,4,133,0,0,1,0,0.8,54.2,0,2,6.14,ST,2001-05-04,€3.2M,€30K,right,264337,144,19,2021-08-20,2026,https://cdn.sofifa.net/flags/br.png,https://cdn.futbin.com/content/fifa24/img/players/264337.png,0.6,0,0.4,0.4,1.6,0.4,0,0.2,0.6,0.2,0.4,0.4,0,0,4.8,54.2,0,0,0,Fulham
Calvin Bassey,5,3,486,0,0,0,1,0.1,80.1,0,0.6,6.10,"CB,LB",1999-12-31,€8.5M,€46K,left,241436,144,3,2023-07-28,2027,https://cdn.sofifa.net/flags/ng.png,https://cdn.futbin.com/content/fifa24/img/players/241436.png,0,0.4,0.3,0.1,0.3,0.4,1.5,1.3,0.3,0.3,2.4,0.1,0.4,0,40.1,80.1,0,2.4,0,Fulham
Adama Traoré,0,4,40,0,0,0,0,0.3,77.8,0,0.5,6.06,"RW,CAM",1995-06-05,€5.5M,€1K,left,245694,1874,20,2022-07-01,2025,https://cdn.sofifa.net/flags/ml.png,https://cdn.futbin.com/content/fifa24/img/players/245694.png,0,0.5,0,0,0.5,1,0,0,0,0,0.3,0.3,0,0,2.3,77.8,0.3,0,0,Fulham
Marek Rodák,1,0,1,0,0,1,0,0,0,0,0,6.00,GK,1996-12-13,€6.5M,€47K,right,222951,144,1,2013-03-04,2024,https://cdn.sofifa.net/flags/sk.png,https://cdn.futbin.com/content/fifa24/img/players/222951.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fulham
Luke Harris,0,1,74,0,0,0,0,1,78.6,0,0,5.73,CAM,2005-03-04,€1M,€4K,right,270937,144,38,2022-08-06,2025,https://cdn.sofifa.net/flags/gb-wls.png,https://cdn.futbin.com/content/fifa24/img/players/270937.png,0,0,2,0,0,0,1,0,2,0,0,1,0,0,14,78.6,0,0,0,Fulham
