name,starting_apps,sub_apps,mins,goals,asists,yel,red,shots_per_game,pass_accuracy,motm,aerial_duels_won,rating,positions,dob,value,wage,preferred_foot,profile_id,club_id,kit_number,joined,contract_valid_until,flag,image,key_passes,dribbles,fouled,offsides,possession_lost,bad_touch,tackles,interceptions,fouls,offsides_won,clearances,dribbled_past,blocks,own_goals,pass_per_game,accuracy,crosses,long_balls,through_balls,team_name
Illia Zabarnyi,12,0,1080,0,0,2,0,0.2,84.4,0,1.9,6.32,CB,2002-09-01,€6M,€23K,right,258781,1943,27,2023-01-31,2028,https://cdn.sofifa.net/flags/ua.png,https://cdn.futbin.com/content/fifa24/img/players/258781.png,0,0.6,0.6,0,0.1,0.5,1.3,1.1,0.6,0.2,3.5,0.8,1.1,0,52.3,84.4,0,2.3,0,Bournemouth
David Brooks,2,6,226,1,0,1,0,1,74.4,0,0.1,6.30,"RM,RW",1997-07-08,€5M,€37K,left,220196,1943,7,2018-07-01,2026,https://cdn.sofifa.net/flags/gb-wls.png,https://cdn.futbin.com/content/fifa24/img/players/220196.png,0.8,0.1,0.1,0,0.1,0.9,0.5,0.3,0.8,0,0.3,0.1,0,0,11.3,74.4,0.3,0.3,0,Bournemouth
Hamed Traorè,0,3,45,0,0,0,0,1,75,0,0.3,6.30,"LM,LW,CAM",2000-02-16,€11M,€38K,right,240787,1943,22,2023-07-01,2028,https://cdn.sofifa.net/flags/ci.png,https://cdn.futbin.com/content/fifa24/img/players/240787.png,0.3,1.3,0,0,0.3,0.7,0.3,0,0,0,0,0.7,0,0,8,75,0,0,0,Bournemouth
Dango Ouattara,2,5,224,0,0,1,0,0.9,63.8,0,0.4,6.29,"RM,LM",2002-02-11,€5.5M,€23K,left,265552,1943,11,2023-01-20,2028,https://cdn.sofifa.net/flags/bf.png,https://cdn.futbin.com/content/fifa24/img/players/265552.png,0.6,0.7,0.6,0.1,0.3,0.9,1.1,0.3,0.3,0,0.6,0.3,0,0,8.3,63.8,0.1,0,0,Bournemouth
Lloyd Kelly,7,1,637,0,0,1,0,0.1,79.5,0,0.8,6.29,"CB,LB",1998-10-06,€4.2M,€28K,left,231512,1943,5,2019-05-18,2024,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/231512.png,0.4,0.1,0.5,0,0.1,0.3,1.3,0.6,0.6,0.3,2.1,0.9,0.9,0,42.8,79.5,0,2.8,0,Bournemouth
Marcos Senesi,6,4,578,0,1,2,0,0,79.8,0,0.4,6.27,CB,1997-05-10,€8M,€40K,left,236506,1943,25,2022-08-08,2026,https://cdn.sofifa.net/flags/ar.png,https://cdn.futbin.com/content/fifa24/img/players/236506.png,0.2,0.4,0.3,0,0.1,0.7,2,0.5,1.2,0.3,2.6,1.6,0.5,0,37.2,79.8,0,3.4,0.2,Bournemouth
Justin Kluivert,5,4,412,0,0,0,0,0.6,76.6,0,0.1,6.22,"RM,LM",1999-05-05,€16M,€41K,right,236920,1943,19,2023-07-01,2028,https://cdn.sofifa.net/flags/nl.png,https://cdn.futbin.com/content/fifa24/img/players/236920.png,0.4,0.9,1,0.3,0.8,0.9,0.6,0.4,1.2,0,0.1,0.6,0,0,10.4,76.6,0.1,0.4,0,Bournemouth
Milos Kerkez,10,1,856,0,0,1,0,0.3,75.7,0,1,6.22,LB,2003-11-07,€11.5M,€20K,left,260908,1943,3,2023-07-20,2027,https://cdn.sofifa.net/flags/hu.png,https://cdn.futbin.com/content/fifa24/img/players/260908.png,0.2,0.6,1.2,0,0.6,1.1,2.4,0.8,1.3,0,2.6,0.6,0.2,1,23.5,75.7,0.5,0.6,0,Bournemouth
James Hill,0,1,16,0,0,0,0,0,90.9,0,1,6.17,CB,2002-01-10,€1.8M,€8K,right,248492,3,4,undefined,"jun 30, 2024",https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/248492.png,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11,90.9,0,2,0,Bournemouth
Joe Rothwell,3,6,361,0,0,0,0,0.2,87.7,0,0,6.15,"CM,CDM",1995-01-11,€3M,€37K,right,213693,1943,8,2022-07-01,2026,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/213693.png,0.4,0.8,0.2,0,0.2,0.6,0.8,0.2,0.4,0,0.1,0.7,0.2,0,19.9,87.7,0.2,0,0,Bournemouth
Kieffer Moore,0,5,83,0,0,0,0,0.8,70,0,0.8,6.11,ST,1992-08-08,€3M,€39K,right,216627,1943,21,2022-01-31,2025,https://cdn.sofifa.net/flags/gb-wls.png,https://cdn.futbin.com/content/fifa24/img/players/216627.png,0.2,0,0.2,0,0.2,0.2,0,0,0.4,0,0,0,0,0,6,70,0,0,0,Bournemouth
Chris Mepham,2,2,170,0,0,1,0,0.3,80.2,0,0.5,6.09,CB,1997-11-05,€2.2M,€24K,right,233201,1943,6,2019-01-22,2025,https://cdn.sofifa.net/flags/gb-wls.png,https://cdn.futbin.com/content/fifa24/img/players/233201.png,0.3,0,0,0,0,0.3,0.5,0.8,1,0.3,2,0.3,0.5,0,26.5,80.2,0,1,0,Bournemouth
Jaidon Anthony,2,1,154,0,0,1,0,0.7,69.8,0,0.3,6.03,"LM,LW",1999-12-01,€4.6M,€31K,right,243669,8,12,undefined,"jun 30, 2024",https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/243669.png,0,0.7,0.7,0.7,0.7,1.7,1,0.3,1.3,0,0.7,2,0,0,14.3,69.8,0,0.3,0,Bournemouth
Adam Smith,1,3,120,0,0,0,0,0,80.4,0,0,6.03,"RB,RWB",1991-04-29,€2.9M,€36K,right,190885,1943,15,2014-01-28,2024,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/190885.png,0.3,0,0.5,0,0.3,0.3,0.3,0,0.3,0,1,0.5,0.3,0,14,80.4,0.5,0.3,0,Bournemouth
Andrei Radu,2,0,180,0,0,0,0,0,79.3,0,0,5.70,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,29,79.3,0,4,0,Bournemouth
