name,starting_apps,sub_apps,mins,goals,asists,yel,red,shots_per_game,pass_accuracy,motm,aerial_duels_won,rating,positions,dob,value,wage,preferred_foot,profile_id,club_id,kit_number,joined,contract_valid_until,flag,image,key_passes,dribbles,fouled,offsides,possession_lost,bad_touch,tackles,interceptions,fouls,offsides_won,clearances,dribbled_past,blocks,own_goals,pass_per_game,accuracy,crosses,long_balls,through_balls,team_name
Kristoffer Ajer,7,3,637,0,1,3,0,0.5,75.6,0,2,6.60,"CB,RB",1998-04-17,€7.5M,€40K,right,224258,1925,20,2021-07-21,2026,https://cdn.sofifa.net/flags/no.png,https://cdn.futbin.com/content/fifa24/img/players/224258.png,0.7,0.6,0.2,0.1,0.5,1,1.5,0.4,1.1,0.1,2,0.4,0.1,0,31.1,75.6,0.2,1.5,0.1,Brentford
Mark Flekken,11,0,946,0,0,1,0,0,75.8,0,0.2,6.52,GK,1993-06-13,€20.5M,€56K,right,211738,1925,1,2023-07-01,2027,https://cdn.sofifa.net/flags/nl.png,https://cdn.futbin.com/content/fifa24/img/players/211738.png,0,0.1,0.2,0,0,0,0,0,0.1,0,0.9,0.1,0,0,40.6,75.8,0,7.4,0,Brentford
Kevin Schade,3,2,258,1,0,0,0,1,63.1,0,2.2,6.51,"RW,ST,LW",2001-11-27,€5.5M,€29K,right,260926,1925,9,2023-07-01,2028,https://cdn.sofifa.net/flags/de.png,https://cdn.futbin.com/content/fifa24/img/players/260926.png,0.6,0.2,1,0.2,0.6,2.4,0.4,0.2,1.4,0,0.6,0.6,0,0,13,63.1,0.4,0,0,Brentford
Zanka,0,1,6,0,0,0,0,0,100,0,0,6.48,CB,1990-04-23,€2M,€39K,right,183491,1925,13,2021-09-09,2025,https://cdn.sofifa.net/flags/dk.png,https://cdn.futbin.com/content/fifa24/img/players/183491.png,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,100,1,1,1,Brentford
Frank Onyeka,2,8,371,0,1,3,0,1.1,77.6,0,0.5,6.48,"CDM,CM",1998-01-01,€3.8M,€34K,right,239529,1925,15,2021-07-20,2027,https://cdn.sofifa.net/flags/ng.png,https://cdn.futbin.com/content/fifa24/img/players/239529.png,0.7,0.4,1.4,0.2,0.3,0.8,1.1,0.6,0.8,0,0.8,0.4,0,0,15.6,77.6,0.3,0.6,0.1,Brentford
Yehor Yarmoliuk,0,4,57,0,0,0,0,0.8,82.4,0,0.3,6.37,"CAM,CM,RW",2004-03-01,€1.7M,€7K,right,270608,1925,33,2022-07-14,2028,https://cdn.sofifa.net/flags/ua.png,https://cdn.futbin.com/content/fifa24/img/players/270608.png,0,1.3,0.5,0,0.5,0.3,0.8,0.3,0.8,0,0.5,0.5,0,0,8.5,82.4,0,0,0,Brentford
Aaron Hickey,9,0,720,0,0,5,0,0.8,89.3,0,0.2,6.31,"RB,RWB,LB",2002-06-10,€11.5M,€32K,right,248808,1925,2,2022-07-09,2026,https://cdn.sofifa.net/flags/gb-sct.png,https://cdn.futbin.com/content/fifa24/img/players/248808.png,0.1,0.6,1.8,0,0.6,1.6,1.8,0.3,1.1,0.1,1.1,0,0.3,0,28,89.3,0,1,0,Brentford
Mads Roerslev,4,6,417,0,0,0,0,0.2,66.7,0,0.3,6.29,"RWB,RB",1999-06-24,€2.5M,€24K,right,238157,1925,30,2019-08-07,2026,https://cdn.sofifa.net/flags/dk.png,https://cdn.futbin.com/content/fifa24/img/players/238157.png,0.5,0.3,0.2,0,0.3,0.3,1,0.1,0.3,0,2,1,0,0,17.1,66.7,0.7,0.6,0,Brentford
Saman Ghoddos,0,7,76,1,0,3,0,0.4,87,0,0,6.25,"CAM,CM,LM",1993-09-06,€1.2M,€20K,right,231949,1925,14,2023-08-25,2024,https://cdn.sofifa.net/flags/ir.png,https://cdn.futbin.com/content/fifa24/img/players/231949.png,0.6,0,0.1,0.1,0,0.1,0.4,0,0.6,0,0.1,0,0.1,0,7.7,87,0.6,0.4,0,Brentford
Keane Lewis-Potter,2,4,220,0,0,0,0,1,82.8,0,0.2,6.22,"LW,LM",2001-02-22,€5.5M,€33K,right,243606,1925,23,2022-07-12,2028,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/243606.png,0.2,0.8,0.8,0.2,0.7,0.7,0.3,0.2,0.2,0,0.3,0.2,0,0,9.7,82.8,0.2,0.5,0,Brentford
Mikkel Damsgaard,0,2,52,0,0,0,0,0.5,80,0,0,6.20,"CAM,LW,CM",2000-07-03,€15M,€42K,right,241508,1925,24,2022-08-10,2027,https://cdn.sofifa.net/flags/dk.png,https://cdn.futbin.com/content/fifa24/img/players/241508.png,0,0,0.5,0,0,1,0.5,0,1.5,0,0.5,1,0.5,0,7.5,80,0,1,0,Brentford
Ben Mee,3,1,244,0,0,0,0,0.3,73.7,0,0.8,6.14,CB,1989-09-21,€8.5M,€56K,left,189682,1925,16,2022-07-22,2024,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/189682.png,0.5,0,0,0,1,0,1.5,0.5,0.3,0.3,2.5,0.3,0.3,0,24.8,73.7,0.3,1.5,0,Brentford
Shandon Baptiste,0,1,18,0,0,0,0,0,66.7,0,0,6.05,"CM,CDM",1998-04-08,€2.1M,€26K,right,240697,1925,26,2020-01-31,2024,https://cdn.sofifa.net/flags/gd.png,https://cdn.futbin.com/content/fifa24/img/players/240697.png,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,66.7,0,1,0,Brentford
Michael Olakigbe,0,4,12,0,0,0,0,0.5,76.5,0,0.3,6.04,"LW,RW",2004-04-25,€625K,€5K,right,271173,1925,37,2022-07-29,2026,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/271173.png,0,0,0,0.3,0,0.8,0,0,0,0,0,0,0,0,4.3,76.5,0,0.3,0,Brentford
Josh Dasilva,0,1,10,0,0,0,0,0,100,0,0,6.01,CM,1998-10-23,€4.6M,€34K,left,231445,1925,10,2018-08-20,2024,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/231445.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,100,0,0,0,Brentford
