name,starting_apps,sub_apps,mins,goals,asists,yel,red,shots_per_game,pass_accuracy,motm,aerial_duels_won,rating,positions,dob,value,wage,preferred_foot,profile_id,club_id,kit_number,joined,contract_valid_until,flag,image,key_passes,dribbles,fouled,offsides,possession_lost,bad_touch,tackles,interceptions,fouls,offsides_won,clearances,dribbled_past,blocks,own_goals,pass_per_game,accuracy,crosses,long_balls,through_balls,team_name
Alex Iwobi,2,0,140,0,0,0,0,2,76.7,0,0,6.55,"RM,CM",1996-05-03,€8M,€66K,right,213655,144,22,2023-09-01,2028,https://cdn.sofifa.net/flags/ng.png,https://cdn.futbin.com/content/fifa24/img/players/213655.png,2,1.5,0,1.5,0.5,1.5,1,0.5,0,0,0,0.5,0,0,15,76.7,1.5,2,0,Everton
Beto,3,5,300,0,0,0,0,1.9,56.3,1,2.8,6.51,ST,1998-01-31,€33M,€56K,right,251892,7,14,2023-08-29,2027,https://cdn.sofifa.net/flags/pt.png,https://cdn.futbin.com/content/fifa24/img/players/251892.png,0.6,1.1,0.6,0.1,1,2,0.9,0,0.9,0,0.6,0.3,0,0,8,56.3,0,0.1,0.1,Everton
Jordan Pickford,12,0,1080,0,0,2,0,0,56.6,0,0,6.49,GK,1994-03-07,€25M,€45K,left,204935,7,1,2017-06-15,2027,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/204935.png,0.3,0,0.2,0,0,0,0,0,0.1,0,0.8,0,0,1,34.2,56.6,0,9,0,Everton
Nathan Patterson,5,6,524,0,1,1,0,0.4,74.6,0,0.4,6.42,"RB,RWB",2001-10-16,€5M,€18K,right,257896,7,2,2022-01-04,2027,https://cdn.sofifa.net/flags/gb-sct.png,https://cdn.futbin.com/content/fifa24/img/players/257896.png,0.5,0.2,0.2,0,0.3,0.8,1.6,0.5,0.5,0.1,1.2,1.1,0.2,0,21.8,74.6,0.4,1.5,0.1,Everton
Lewis Dobbin,1,2,118,0,0,0,0,0.3,79.2,0,0.3,6.32,"LM,ST",2003-01-03,€1.3M,€6K,right,264039,7,61,2020-01-09,2025,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/264039.png,0.3,1.7,1.3,0,0.7,2,0.7,0.3,0.3,0,0,1,0,0,8,79.2,0,0,0,Everton
Arnaut Danjuma,3,5,369,1,0,0,0,2,76.8,0,0.4,6.26,"ST,LM",1997-01-31,€31M,€45K,right,236276,7,10,undefined,"jun 30, 2024",https://cdn.sofifa.net/flags/nl.png,https://cdn.futbin.com/content/fifa24/img/players/236276.png,0.4,0.8,0.6,0.3,0.8,0.8,0.3,0.3,0.3,0,0,0.1,0,0,10.3,76.8,0,0.1,0,Everton
Ashley Young,11,0,922,0,0,3,1,0.4,71.8,0,0.5,6.16,,,,,,,,,,,,,0.8,0.3,0.7,0,0.3,0.2,1.5,0.8,0.8,0,1.6,1.2,0.3,1,33.5,71.8,1.3,1.6,0,Everton
Ben Godfrey,0,1,1,0,0,0,0,0,66.7,0,0,6.00,"CB,LB,RB",1998-01-15,€6M,€31K,right,225793,7,22,2020-10-05,2025,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/225793.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,66.7,0,1,0,Everton
Thomas Cannon,0,1,1,0,0,0,0,0,0,0,0,6.00,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Everton
Tyler Onyango,0,1,1,0,0,0,0,0,0,0,0,6.00,"CM,CAM",2003-03-04,€600K,€5K,right,263168,7,62,2020-07-01,2025,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/263168.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Everton
Neal Maupay,1,1,112,0,0,0,0,2.5,84.6,0,0,5.99,ST,1996-08-14,€5M,€36K,right,211784,1925,7,undefined,"jun 30, 2024",https://cdn.sofifa.net/flags/fr.png,https://cdn.futbin.com/content/fifa24/img/players/211784.png,0.5,0,0,1,1.5,3,0,0,0.5,0,0.5,0.5,0,0,13,84.6,0,0.5,0,Everton
Youssef Chermiti,0,5,30,0,0,1,0,0.2,70,0,0.8,5.96,ST,2004-05-24,€5M,€18K,right,270866,7,28,2023-08-11,2027,https://cdn.sofifa.net/flags/pt.png,https://cdn.futbin.com/content/fifa24/img/players/270866.png,0,0,0.2,0.2,0.4,0.8,0,0,0.2,0,0,0,0,0,2,70,0,0,0,Everton
Michael Keane,2,2,226,0,0,1,0,0.5,81.4,0,2,5.94,CB,1993-01-11,€8.5M,€37K,right,207599,7,5,2017-07-03,2025,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/207599.png,0,0,0,0,0.3,0.3,1,1,0.5,0.8,1.8,0.5,0.5,0,28.3,81.4,0,3,0,Everton
