name,starting_apps,sub_apps,mins,goals,asists,yel,red,shots_per_game,pass_accuracy,motm,aerial_duels_won,rating,positions,dob,value,wage,preferred_foot,profile_id,club_id,kit_number,joined,contract_valid_until,flag,image,key_passes,dribbles,fouled,offsides,possession_lost,bad_touch,tackles,interceptions,fouls,offsides_won,clearances,dribbled_past,blocks,own_goals,pass_per_game,accuracy,crosses,long_balls,through_balls,team_name
Teden Mengi,5,2,515,0,0,0,0,0.4,77.8,0,1.1,6.51,CB,2002-04-30,€2.1M,€10K,right,253465,1923,15,2023-08-31,2027,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/253465.png,0,0.1,0,0.1,0,0.6,1.6,2,0.3,0.7,3.4,0.6,0.7,0,22.6,77.8,0,2.1,0,Luton
Gabriel Osho,3,0,237,0,0,0,0,0,75,0,0.3,6.42,CB,1998-08-14,€3M,€19K,right,231185,1923,2,2020-11-18,2024,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/231185.png,0,0.3,0,0,0.7,0,1,1.3,0.3,0,5,0,0.7,0,18.7,75,0,0.3,0,Luton
Amari'i Bell,7,0,561,0,0,0,0,0.1,75.1,0,0.4,6.39,"LWB,CB",1994-05-05,€1.6M,€27K,left,207804,1923,29,2021-07-01,2025,https://cdn.sofifa.net/flags/jm.png,https://cdn.futbin.com/content/fifa24/img/players/207804.png,0.1,0.4,0.6,0,0.1,0.7,3.1,0.7,0.4,0.6,2.3,1,0.3,0,28.1,75.1,0,1.7,0,Luton
Marvelous Nakamba,12,0,1061,0,0,4,0,0.4,84.8,0,0.3,6.36,"CDM,CM",1994-01-19,€3.6M,€37K,left,222994,1923,13,2023-07-20,2026,https://cdn.sofifa.net/flags/zw.png,https://cdn.futbin.com/content/fifa24/img/players/222994.png,0.6,0.3,0.8,0,0.3,0.8,3.2,0.8,1.8,0.2,0.7,1.4,0.3,0,32.9,84.8,0.1,1.5,0,Luton
Cauley Woodrow,0,7,74,0,0,0,0,0.7,61.8,0,0.6,6.27,"ST,LW",1994-12-02,€1.4M,€23K,right,205887,1923,10,2022-06-21,2025,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/205887.png,0.6,0.3,0,0,0.6,0.3,0.9,0,0.1,0,0.1,0.1,0,0,4.9,61.8,0.1,0,0,Luton
Elijah Adebayo,4,8,385,2,0,0,0,0.7,75.9,0,0.9,6.25,ST,1998-01-07,€3.5M,€33K,right,229375,1923,11,2021-02-01,2026,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/229375.png,0.5,0.3,0.3,0.4,0.5,1.7,0.1,0.3,0.8,0,0.6,0,0,0,4.8,75.9,0,0,0,Luton
Tahith Chong,5,5,532,1,0,2,0,0.9,84.7,0,0.1,6.23,"RM,CM,CF",1999-12-04,€2.8M,€24K,left,233510,1923,14,2023-07-14,2027,https://cdn.sofifa.net/flags/nl.png,https://cdn.futbin.com/content/fifa24/img/players/233510.png,0.1,0.2,2.1,0.1,0.7,1.8,1.5,0.3,0.7,0,0.1,0.4,0,0,13.1,84.7,0.4,0.7,0.1,Luton
Jacob Brown,7,4,576,0,0,2,0,1.5,51.3,1,1.8,6.23,"ST,RM",1998-04-10,€1.9M,€22K,right,236650,1923,19,2023-08-10,2026,https://cdn.sofifa.net/flags/gb-sct.png,https://cdn.futbin.com/content/fifa24/img/players/236650.png,0.5,0.3,0.8,0.5,1.3,0.8,0.6,0.4,1,0,0.5,0.5,0.1,0,10.5,51.3,0.3,0.3,0,Luton
Ryan Giles,3,3,284,0,0,0,0,0.2,66.7,0,0.2,6.21,"LWB,LB",2000-01-26,€6M,€31K,left,243608,1923,26,2023-07-28,2027,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/243608.png,0.7,0.3,0.3,0,0,0.3,0.5,0.2,0,0.2,1.2,0.5,0,0,11.5,66.7,1.8,0.3,0,Luton
Jordan Clark,0,1,17,0,0,0,0,0,80,0,1,6.13,"CM,CDM",1993-09-22,€1.8M,€29K,right,202464,1923,18,2020-08-05,2026,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/202464.png,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10,80,0,0,0,Luton
Pelly Ruddock Mpanzu,5,6,507,0,0,0,0,0.7,69.7,0,0.6,6.11,,,,,,,,,,,,,0.4,0.3,0.4,0,0.7,0.4,0.5,0.5,0.5,0,0.5,0.2,0.2,0,13.2,69.7,0.2,1.1,0,Luton
Albert Sambi Lokonga,2,0,131,0,0,0,0,1,87.3,0,0,5.99,"CDM,CM",1999-10-22,€6M,€56K,right,241928,1923,28,undefined,"jun 30, 2024",https://cdn.sofifa.net/flags/be.png,https://cdn.futbin.com/content/fifa24/img/players/241928.png,0.5,0,1,0,0.5,0.5,0.5,0,2,0,0,0,0,0,27.5,87.3,0,0.5,0,Luton
Luke Berry,0,2,26,0,0,0,0,0,0,0,0,5.95,"CM,CAM",1992-07-12,€1.2M,€18K,right,223085,1923,8,2017-08-25,2025,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.futbin.com/content/fifa24/img/players/223085.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Luton
